"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"cbmocnut  ","P",06/15/2016 10:30,1,1,1         ,1         ,"",0.0041,<0>  ,0.012,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.003,<0>  ,58.74,<0>  ,
"cbmocnut  ","P",06/28/2016 9:30,1,1,1         ,1         ,"",0.0032,<0>  ,0.051,<0>  ,0.0216,<0>  ,0.474,<0>  ,0.496,<0>  ,45.92,<0>  ,
"cbmocnut  ","P",06/28/2016 9:31,1,1,1         ,2         ,"",0.0032,<0>  ,0.051,<0>  ,0.0219,<0>  ,0.467,<0>  ,0.489,<0>  ,45.39,<0>  ,
"cbmocnut  ","P",07/14/2016 10:15,1,1,1         ,1         ,"",0.0027,<0>  ,0.009,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.005,<0>  ,76.9,<0>  ,
"cbmocnut  ","P",07/27/2016 10:30,1,1,1         ,1         ,"",0.0057,<0>  ,0.012,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.014,<0>  ,117.48,<0>  ,
"cbmocnut  ","P",07/27/2016 10:31,1,1,1         ,2         ,"",0.0056,<0>  ,0.016,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.014,<0>  ,119.62,<0>  ,
"cbmocnut  ","P",08/09/2016 7:45,1,1,1         ,1         ,"",0.0056,<0>  ,0.038,<0>  ,0.0039,<0>  ,0.033,<0>  ,0.037,<0>  ,72.09,<0>  ,
"cbmocnut  ","P",08/24/2016 11:15,1,1,1         ,1         ,"",0.0067,<0>  ,0.043,<0>  ,0.001,<0>  ,0.005,<0>  ,0.006,<0>  ,73.69,<0>  ,
"cbmocnut  ","P",08/24/2016 11:16,1,1,1         ,2         ,"",0.0045,<0>  ,0.03,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.003,<0>  ,74.76,<0>  ,
"cbmocnut  ","P",09/08/2016 11:00,1,1,1         ,1         ,"",0.0024,<0>  ,0.013,<0>  ,0.0017,<0>  ,0.034,<0>  ,0.036,<0>  ,46.99,<0>  ,
"cbmocnut  ","P",09/22/2016 11:00,1,1,1         ,1         ,"",0.0018,<0>  ,0.01,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.004,<0>  ,92.92,<0>  ,
"cbmocnut  ","P",09/22/2016 11:01,1,1,1         ,2         ,"",0.0027,<0>  ,0.011,<0>  ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.004,<0>  ,90.78,<0>  ,
"cbmocnut  ","P",10/04/2016 10:45,1,1,1         ,1         ,"",0.0024,<0>  ,0.03,<0>  ,0.0135,<0>  ,0.256,<0>  ,0.27,<0>  ,66.22,<0>  ,
"cbmocnut  ","P",10/25/2016 8:30,1,1,1         ,1         ,"",0.0027,<0>  ,0.316,<0>  ,0.0031,<0>  ,0.014,<0>  ,0.017,<0>  ,45.57,<0>  ,
"cbmocnut  ","P",10/25/2016 8:31,1,1,1         ,2         ,"",0.0026,<0>  ,0.342,<0>  ,0.0026,<0>  ,0.012,<0>  ,0.015,<0>  ,43.79,<0>  ,
"cbmocnut  ","P",11/09/2016 10:00,1,1,1         ,1         ,"",0.0048,<0>  ,0.025,<1> [SRD] ,0.0016,<0>  ,0.008,<0>  ,0.01,<0>  ,84.1,<0>  ,
"cbmocnut  ","P",11/09/2016 10:01,1,1,1         ,2         ,"",0.0032,<0>  ,0.008,<1> [SRD] ,7.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.006,<0>  ,76.76,<0>  ,
"cbmocnut  ","P",12/08/2016 12:15,1,1,1         ,1         ,"",0.0043,<0>  ,0.023,<0>  ,0.0061,<0>  ,0.227,<1> [SRD] ,0.233,<1> [SRD] ,50.2,<1> [SRD] ,
"cbmocnut  ","P",12/08/2016 12:16,1,1,1         ,2         ,"",0.004,<0>  ,0.021,<0>  ,0.0065,<0>  ,0.508,<1> [SRD] ,0.515,<1> [SRD] ,27.06,<1> [SRD] ,

