StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,CHLA_N,F_CHLA_N,Unnamed: 20
cbmocnut  ,P,04/14/2004 7:15,1,1,1,1,,0.0078,<4>  ,0.13,<4>  ,0.0134,<4>  ,1.177,<4>  C                   ,1.19,<4>  ,32.7,<4>  ,
cbmocnut  ,P,04/27/2004 7:15,1,1,1,1,,0.005,<4>  ,0.167,<4>  ,0.0262,<4>  ,1.164,<4>  C                   ,1.19,<4>  ,60.7,<4>  ,
cbmocnut  ,P,04/27/2004 7:15,1,1,1,2,,0.005,<4>  ,0.177,<4>  ,0.0265,<4>  ,1.164,<4>  C                   ,1.19,<4>  ,65.4,<4>  ,
cbmocnut  ,P,05/11/2004 8:15,1,1,1,1,,0.0066,<4>  ,0.188,<4>  ,0.0444,<4>  ,1.396,<4>  C                   ,1.44,<4>  ,37.4,<4>  ,
cbmocnut  ,P,05/25/2004 9:00,1,1,1,1,,0.0052,<4>  ,0.244,<4>  ,0.0567,<4>  ,1.173,<4>  C                   ,1.23,<4>  ,59.8,<4>  ,
cbmocnut  ,P,05/25/2004 9:00,1,1,1,2,,0.0045,<4>  ,0.283,<4>  ,0.0552,<4>  ,1.185,<4>  C                   ,1.24,<4>  ,74.8,<4>  ,
cbmocnut  ,P,06/08/2004 8:00,1,1,1,1,,0.0051,<4>  ,0.035,<4>  ,0.0141,<4>  ,0.586,<4>  C                   ,0.6,<4>  ,19.9,<4>  ,
cbmocnut  ,P,06/22/2004 9:00,1,1,1,1,,0.0133,<4>  ,0.092,<4>  ,0.0161,<4>  ,0.433,<4>  C                   ,0.449,<4>  ,22.4,<4>  ,
cbmocnut  ,P,06/22/2004 9:00,1,1,1,2,,0.0026,<4>  ,0.01,<4>  ,0.0146,<4>  ,0.538,<4>  C                   ,0.553,<4>  ,28.0,<4>  ,
cbmocnut  ,P,07/07/2004 8:45,1,1,1,1,,0.0091,<4>  ,0.022,<4>  ,0.0019,<4>  ,0.01,<4>  C                   ,0.012,<4>  ,145.0,<4>  ,
cbmocnut  ,P,07/20/2004 8:15,1,1,1,1,,0.0489,<4>  ,0.022,<4>  ,0.0107,<4>  ,0.087,<4>  C                   ,0.098,<4>  ,42.4,<4>  ,
cbmocnut  ,P,07/20/2004 8:15,1,1,1,2,,0.0072,<4>  ,0.078,<4>  ,0.0143,<4>  ,0.097,<4>  C                   ,0.111,<4>  ,57.3,<4>  ,
cbmocnut  ,P,08/03/2004 7:45,1,1,1,1,,0.0072,<4>  ,0.041,<4>  ,0.0142,<4>  ,0.17,<4>  C                   ,0.184,<4>  ,22.4,<4>  ,
cbmocnut  ,P,08/17/2004 10:00,1,1,1,1,,0.0064,<4>  ,0.032,<4>  ,0.0022,<4>  ,0.032,<4>  C                   ,0.034,<4>  ,37.4,<4>  ,
cbmocnut  ,P,08/17/2004 10:00,1,1,1,2,,0.0034,<4>  ,0.101,<4>  ,0.019,<4>  ,0.009,<4>  C                   ,0.028,<4>  ,17.4,<4>  ,
cbmocnut  ,P,08/31/2004 7:30,1,1,1,1,,0.0085,<4>  ,0.029,<4>  ,0.0034,<4>  ,0.075,<4>  C                   ,0.078,<4>  ,37.4,<4>  ,
cbmocnut  ,P,09/14/2004 7:30,1,1,1,1,,0.0079,<4>  ,0.018,<4>  ,0.0011,<4>  ,0.013,<4>  C                   ,0.014,<4>  ,100.9,<4>  ,
cbmocnut  ,P,09/29/2004 8:30,1,1,1,1,,0.0089,<4>  ,0.042,<4>  ,0.0174,<4>  ,0.681,<4>  C                   ,0.698,<4>  ,171.9,<4>  ,
cbmocnut  ,P,09/29/2004 8:30,1,1,1,2,,0.0121,<4>  ,0.044,<4>  ,0.0181,<4>  ,0.629,<4>  C                   ,0.647,<4>  ,179.4,<4>  ,
cbmocnut  ,P,10/13/2004 8:45,1,1,1,1,,0.0039,<4>  ,0.007,<4>  ,0.0018,<4>  ,0.165,<4>  C                   ,0.167,<4>  ,37.4,<4>  ,
cbmocnut  ,P,10/26/2004 8:00,1,1,1,1,,0.0067,<4>  ,0.005,<4>  ,0.0034,<4>  ,0.78,<4>  C                   ,0.783,<4>  ,16.8,<4>  ,
cbmocnut  ,P,10/26/2004 8:00,1,1,1,2,,0.0048,<4>  ,0.023,<4>  ,0.0036,<4>  ,0.775,<4>  C                   ,0.779,<4>  ,37.4,<4>  ,
cbmocnut  ,P,11/18/2004 9:00,1,1,1,1,,0.0159,<4>  ,0.055,<4>  ,0.0082,<4>  ,0.699,<4>  C                   ,0.707,<4>  ,24.3,<4>  ,
cbmocnut  ,P,11/30/2004 9:00,1,1,1,1,,0.0069,<4>  ,0.133,<4>  ,0.0136,<4>  ,0.693,<4>  C                   ,0.707,<4>  ,22.4,<4>  ,
cbmocnut  ,P,11/30/2004 9:00,1,1,1,2,,0.0099,<4>  ,0.104,<4>  ,0.0131,<4>  ,0.707,<4>  C                   ,0.72,<4>  ,29.9,<4>  ,
cbmocnut  ,P,12/16/2004 10:30,1,1,1,1,,0.0078,<4>  ,0.342,<4>  ,0.0197,<4>  ,1.22,<4>  C                   ,1.24,<4>  ,11.2,<4>  ,
cbmocnut  ,P,12/16/2004 10:30,1,1,1,2,,0.007,<4>  ,0.335,<4>  ,0.0188,<4>  ,1.191,<4>  C                   ,1.21,<4>  ,7.5,<4>  ,
cbmocnut  ,P,01/04/2005 10:00,1,1,1,1,,,<4>  M                   ,0.495,<4>  ,0.033,<4>  ,2.017,<4>  C                   ,2.05,<4>  ,6.73,<4>  ,
cbmocnut  ,P,01/19/2005 10:30,1,1,1,1,,,<4>  M                   ,0.131,<4>  ,0.014,<4>  ,1.446,<4>  C                   ,1.46,<4>  ,,<4>  M                   ,
cbmocnut  ,P,01/19/2005 10:30,1,1,1,2,,,<4>  M                   ,0.131,<4>  ,0.013,<4>  ,1.457,<4>  C                   ,1.47,<4>  ,,<4>  M                   ,
cbmocnut  ,P,02/24/2005 10:30,1,1,1,1,,0.003,<4>  ,0.061,<4>  ,0.012,<4>  ,,<4>  C - M               ,,<4>  M                   ,5.98,<4>  ,
cbmocnut  ,P,02/24/2005 10:30,1,1,1,2,,0.002,<4>  ,0.054,<4>  ,0.011,<4>  ,,<4>  C - M               ,,<4>  M                   ,4.49,<4>  ,
cbmocnut  ,P,03/08/2005 10:00,1,1,1,1,,0.003,<4>  ,0.14,<4>  ,0.015,<4>  ,2.185,<4>  C                   ,2.2,<4>  ,13.46,<4>  ,
cbmocnut  ,P,03/24/2005 8:00,1,1,1,1,,0.01,<4>  ,0.171,<4>  ,0.01,<4>  ,1.01,<4>  C                   ,1.02,<4>  ,,<4>  M - K               ,
cbmocnut  ,P,03/24/2005 8:00,1,1,1,2,,0.009,<4>  ,0.213,<4>  ,0.025,<4>  ,0.975,<4>  C                   ,1.0,<4>  ,5.98,<4>  ,
cbmocnut  ,P,04/05/2005 11:30,1,1,1,1,,0.005,<4>  ,0.073,<4>  ,0.009,<4>  ,0.783,<4>  C                   ,0.792,<4>  ,,<4>  M - K               ,
cbmocnut  ,P,04/19/2005 9:30,1,1,1,1,,0.003,<4>  ,0.008,<4>  ,0.014,<4>  ,1.716,<4>  C                   ,1.73,<4>  ,16.45,<4>  ,
cbmocnut  ,P,04/19/2005 9:30,1,1,1,2,,0.035,<4>  ,0.004,<4>  ,0.014,<4>  ,1.656,<4>  C                   ,1.67,<4>  ,16.45,<4>  ,
cbmocnut  ,P,05/03/2005 9:15,1,1,1,1,,0.004,<4>  ,0.064,<4>  ,0.017,<4>  ,1.383,<4>  C                   ,1.4,<4>  ,13.08,<4>  ,
cbmocnut  ,P,05/17/2005 9:45,1,1,1,1,,0.004,<4>  ,0.022,<4>  ,0.02,<4>  ,0.914,<4>  C                   ,0.934,<4>  ,14.45,<4>  ,
cbmocnut  ,P,05/31/2005 6:45,1,1,1,1,,0.008,<4>  ,0.069,<4>  ,0.021,<4>  ,0.963,<4>  C                   ,0.984,<4>  ,17.94,<4>  ,
cbmocnut  ,P,05/31/2005 6:45,1,1,1,2,,0.005,<4>  ,0.057,<4>  ,0.021,<4>  ,0.979,<4>  C                   ,1.0,<4>  ,17.19,<4>  ,
cbmocnut  ,P,06/14/2005 7:30,1,1,1,1,,0.004,<4>  ,0.336,<4>  ,0.053,<4>  ,0.693,<4>  C                   ,0.746,<4>  ,21.68,<4>  ,
cbmocnut  ,P,06/28/2005 7:45,1,1,1,1,,0.01,<4>  ,0.117,<4>  ,0.028,<4>  ,0.393,<4>  C                   ,0.421,<4>  ,20.93,<4>  ,
cbmocnut  ,P,06/28/2005 7:45,1,1,1,2,,0.009,<4>  ,0.117,<4>  ,0.029,<4>  ,0.411,<4>  C                   ,0.44,<4>  ,19.44,<4>  ,
cbmocnut  ,P,07/12/2005 12:45,1,1,1,1,,0.009,<4>  ,0.052,<4>  ,0.021,<4>  ,0.336,<4>  C                   ,0.357,<4>  ,39.62,<4>  ,
cbmocnut  ,P,07/26/2005 7:00,1,1,1,1,,0.006,<4>  ,0.029,<4>  ,0.002,<4>  ,0.01,<4>  C                   ,0.012,<4>  ,30.28,<4>  ,
cbmocnut  ,P,08/09/2005 12:30,1,1,1,1,,0.003,<4>  ,0.087,<4>  ,0.004,<4>  ,0.028,<4>  C                   ,0.032,<4>  ,52.33,<4>  ,
cbmocnut  ,P,08/23/2005 14:00,1,1,1,1,,0.002,<4>  ,0.008,<4>  ,0.003,<4>  ,0.015,<4>  C                   ,0.018,<4>  ,53.08,<4>  ,
cbmocnut  ,P,08/23/2005 14:00,1,1,1,2,,0.002,<4>  ,0.003,<4>  ,0.0002,<4>  B                   ,,<4>  C - B               ,0.004,<4>  ,45.6,<4>  ,
cbmocnut  ,P,09/06/2005 11:45,1,1,1,1,,0.004,<4>  ,0.008,<4>  ,0.0002,<4>  B                   ,,<4>  C - B               ,0.01,<4>  ,67.28,<4>  ,
cbmocnut  ,P,09/20/2005 13:15,1,1,1,1,,0.004,<4>  ,0.012,<4>  ,0.001,<4>  ,0.016,<4>  C                   ,0.017,<4>  ,87.47,<4>  ,
cbmocnut  ,P,09/20/2005 13:15,1,1,1,2,,0.003,<4>  ,0.008,<4>  ,0.0002,<4>  B                   ,,<4>  C - B               ,0.01,<4>  ,93.45,<4>  ,
cbmocnut  ,P,10/04/2005 12:30,1,1,1,1,,0.006,<4>  ,0.062,<4>  ,0.011,<4>  ,0.099,<4>  C                   ,0.11,<4>  ,83.73,<4>  ,
cbmocnut  ,P,10/18/2005 12:45,1,1,1,1,,0.003,<4>  ,0.062,<4>  ,0.054,<4>  ,0.816,<4>  C                   ,0.87,<4>  ,38.88,<4>  ,
cbmocnut  ,P,10/18/2005 12:45,1,1,1,2,,0.003,<4>  ,0.06,<4>  ,0.047,<4>  ,0.825,<4>  C                   ,0.872,<4>  ,34.89,<4>  ,
cbmocnut  ,P,11/02/2005 10:15,1,1,1,1,,0.006,<4>  ,0.006,<4>  ,0.012,<4>  ,0.61,<4>  C                   ,0.622,<4>  ,60.31,<4>  ,
cbmocnut  ,P,12/01/2005 13:15,1,1,1,1,,0.004,<4>  ,0.13,<4>  ,0.012,<4>  ,0.958,<4>  C                   ,0.97,<4>  ,6.73,<4>  ,
cbmocnut  ,P,12/01/2005 13:15,1,1,1,2,,0.004,<4>  ,0.13,<4>  ,0.012,<4>  ,0.988,<4>  C                   ,1.0,<4>  ,5.23,<4>  ,
cbmocnut  ,P,12/06/2005 11:00,1,1,1,1,,0.003,<4>  ,0.154,<4>  ,0.012,<4>  ,0.936,<4>  C                   ,0.948,<4>  ,3.99,<4>  ,
cbmocnut  ,P,12/06/2005 11:00,1,1,1,2,,0.003,<4>  ,0.153,<4>  ,0.012,<4>  ,0.953,<4>  C                   ,0.965,<4>  ,4.24,<4>  ,
cbmocnut  ,P,03/14/2006 9:30,1,1,1,1,,0.002,<4>  ,0.014,<4>  ,0.016,<4>  ,1.794,<4>  C                   ,1.81,<4>  ,23.92,<4>  ,
cbmocnut  ,P,03/28/2006 11:00,1,1,1,1,,0.002,<4>  ,0.012,<4>  ,0.016,<4>  ,0.964,<4>  C                   ,0.98,<4>  ,29.9,<4>  ,
cbmocnut  ,P,03/28/2006 11:00,1,1,1,2,,0.003,<4>  ,0.007,<4>  ,0.012,<4>  ,1.028,<4>  C                   ,1.04,<4>  ,29.16,<4>  ,
cbmocnut  ,P,04/11/2006 12:15,1,1,1,1,,0.003,<4>  ,0.043,<4>  ,0.015,<4>  ,1.215,<4>  C                   ,1.23,<4>  ,31.77,<4>  ,
cbmocnut  ,P,04/25/2006 11:30,1,1,1,1,,0.007,<4>  ,0.171,<4>  ,0.018,<4>  ,1.032,<4>  C                   ,1.05,<4>  ,29.16,<4>  ,
cbmocnut  ,P,04/25/2006 11:30,1,1,1,2,,0.003,<4>  ,0.168,<4>  ,0.019,<4>  ,1.001,<4>  C                   ,1.02,<4>  ,32.15,<4>  ,
cbmocnut  ,P,05/09/2006 10:00,1,1,1,1,,0.004,<4>  ,0.035,<4>  ,0.018,<4>  ,0.572,<4>  C                   ,0.59,<4>  ,26.16,<4>  ,
cbmocnut  ,P,05/23/2006 10:00,1,1,1,1,,0.003,<4>  ,0.031,<4>  ,0.006,<4>  ,0.253,<4>  C                   ,0.259,<4>  ,15.89,<4>  ,
cbmocnut  ,P,05/23/2006 10:00,1,1,1,2,,0.003,<4>  ,0.023,<4>  ,0.005,<4>  ,0.259,<4>  C                   ,0.264,<4>  ,14.02,<4>  ,
cbmocnut  ,P,06/06/2006 11:00,1,1,1,1,,0.004,<4>  ,0.299,<4>  ,0.024,<4>  ,0.457,<4>  C                   ,0.481,<4>  ,7.48,<4>  ,
cbmocnut  ,P,06/20/2006 9:30,1,1,1,1,,0.004,<4>  ,0.065,<4>  ,0.022,<4>  ,0.627,<4>  C                   ,0.649,<4>  ,28.41,<4>  ,
cbmocnut  ,P,06/20/2006 9:30,1,1,1,2,,0.004,<4>  ,0.054,<4>  ,0.019,<4>  ,0.619,<4>  C                   ,0.638,<4>  ,14.2,<4>  ,
cbmocnut  ,P,07/03/2006 7:30,1,1,1,1,,0.004,<4>  ,0.028,<4>  ,0.016,<4>  ,1.237,<4>  C                   ,1.253,<4>  ,38.13,<4>  ,
cbmocnut  ,P,07/18/2006 7:45,1,1,1,1,,0.008,<4>  ,0.028,<4>  ,0.018,<4>  ,0.848,<4>  C                   ,0.866,<4>  ,29.16,<4>  ,
cbmocnut  ,P,07/18/2006 7:45,1,1,1,2,,0.003,<4>  ,0.023,<4>  ,0.017,<4>  ,0.832,<4>  C                   ,0.849,<4>  ,26.91,<4>  ,
cbmocnut  ,P,08/01/2006 9:15,1,1,1,1,,0.004,<4>  ,0.037,<4>  ,0.013,<4>  ,0.298,<4>  C                   ,0.311,<4>  ,37.38,<4>  ,
cbmocnut  ,P,08/15/2006 9:00,1,1,1,1,,0.003,<4>  ,0.043,<4>  ,0.028,<4>  ,0.666,<4>  C                   ,0.694,<4>  ,35.88,<4>  ,
cbmocnut  ,P,08/28/2006 14:15,1,1,1,1,,0.003,<4>  ,0.054,<4>  ,0.021,<4>  ,0.497,<4>  C                   ,0.518,<4>  ,44.86,<4>  ,
cbmocnut  ,P,08/28/2006 14:15,1,1,1,2,,0.002,<4>  ,0.036,<4>  ,0.022,<4>  ,0.443,<4>  C                   ,0.465,<4>  ,34.39,<4>  ,
cbmocnut  ,P,09/11/2006 14:45,1,1,1,1,,0.007,<4>  ,0.019,<4>  ,0.015,<4>  ,0.606,<4>  C                   ,0.621,<4>  ,38.88,<4>  ,
cbmocnut  ,P,09/26/2006 15:00,1,1,1,1,,0.008,<4>  ,0.014,<4>  ,0.01,<4>  ,0.686,<4>  C                   ,0.696,<4>  ,35.88,<4>  ,
cbmocnut  ,P,09/26/2006 15:00,1,1,1,2,,0.007,<4>  ,0.003,<4>  ,0.01,<4>  ,0.648,<4>  C                   ,0.658,<4>  ,25.42,<4>  ,
cbmocnut  ,P,10/10/2006 13:15,1,1,1,1,,0.004,<4>  ,0.023,<4>  ,0.007,<4>  ,0.67,<4>  C                   ,0.677,<4>  ,17.94,<4>  ,
cbmocnut  ,P,10/24/2006 12:30,1,1,1,1,,0.004,<4>  ,0.009,<4>  ,0.007,<4>  ,0.471,<4>  C                   ,0.478,<4>  ,31.9,<4>  ,
cbmocnut  ,P,10/24/2006 12:30,1,1,1,2,,0.004,<4>  ,0.008,<4>  ,0.007,<4>  ,0.442,<4>  C                   ,0.449,<4>  ,29.4,<4>  ,
cbmocnut  ,P,11/06/2006 11:00,1,1,1,1,,0.006,<4>  ,0.06,<4>  ,0.006,<4>  ,0.529,<4>  C                   ,0.535,<4>  ,11.46,<4>  ,
cbmocnut  ,P,11/20/2006 11:30,1,1,1,1,,0.009,<4>  ,0.07,<4>  ,0.006,<4>  ,0.778,<4>  C                   ,0.784,<4>  ,4.49,<4>  ,
cbmocnut  ,P,11/20/2006 11:30,1,1,1,2,,0.009,<4>  ,0.074,<4>  ,0.006,<4>  ,0.806,<4>  C                   ,0.812,<4>  ,4.49,<4>  ,
cbmocnut  ,P,12/19/2006 10:30,1,1,1,1,,0.002,<4>  ,0.004,<4>  ,0.008,<4>  ,1.912,<4>  C                   ,1.92,<4>  ,20.93,<4>  ,
cbmocnut  ,P,12/19/2006 10:30,1,1,1,2,,0.002,<4>  ,0.004,<4>  ,0.007,<4>  ,1.943,<4>  C                   ,1.95,<4>  ,19.93,<4>  ,
cbmocnut  ,P,01/03/2007 8:30,1,1,1,1,,0.002,<0>  ,0.053,<0>  ,0.006,<0>  ,1.299,<0>  ,1.305,<0>  ,6.7,<0>  ,
cbmocnut  ,P,03/05/2007 12:45,1,1,1,1,,0.002,<0>  ,0.095,<0>  ,0.007,<0>  ,1.374,<0>  ,1.381,<0>  ,14.2,<0>  ,
cbmocnut  ,P,03/20/2007 12:30,1,1,1,1,,0.002,<0>  ,0.032,<0>  ,0.006,<0>  ,1.584,<0>  ,1.59,<0>  ,4.5,<0>  ,
cbmocnut  ,P,03/20/2007 12:31,1,1,1,2,,0.003,<0>  ,0.037,<0>  ,0.005,<0>  ,1.542,<0>  ,1.547,<0>  ,5.2,<0>  ,
cbmocnut  ,P,04/03/2007 12:00,1,1,1,1,,0.001,<0>  ,0.004,<0>  ,0.014,<0>  ,1.666,<0>  ,1.68,<0>  ,18.7,<0>  ,
cbmocnut  ,P,05/01/2007 12:00,1,1,1,1,,0.003,<0>  ,0.015,<0>  ,0.009,<0>  ,0.776,<0>  ,0.785,<0>  ,35.5,<0>  ,
cbmocnut  ,P,05/15/2007 10:30,1,1,1,1,,0.004,<0>  ,0.119,<0>  ,0.038,<0>  ,1.301,<0>  ,1.339,<0>  ,24.7,<0>  ,
cbmocnut  ,P,05/15/2007 10:31,1,1,1,2,,0.003,<0>  ,0.107,<0>  ,0.036,<0>  ,1.195,<0>  ,1.231,<0>  ,23.9,<0>  ,
cbmocnut  ,P,05/29/2007 11:00,1,1,1,1,,0.005,<0>  ,0.136,<0>  ,0.036,<0>  ,0.963,<0>  ,0.999,<0>  ,9.0,<0>  ,
cbmocnut  ,P,06/12/2007 9:45,1,1,1,1,,0.002,<0>  ,0.04,<0>  ,0.01,<0>  ,0.183,<0>  ,0.193,<0>  ,15.7,<0>  ,
cbmocnut  ,P,06/26/2007 11:30,1,1,1,1,,0.002,<0>  ,0.009,<0>  ,0.0006,<-4> [SBL] ,,<-4> [SCB] ,0.002,<0>  ,5.5,<0>  ,
cbmocnut  ,P,06/26/2007 11:31,1,1,1,2,,0.002,<0>  ,0.011,<0>  ,0.0006,<-4> [SBL] ,,<-4> [SCB] ,0.004,<0>  ,5.5,<0>  ,
cbmocnut  ,P,07/10/2007 9:30,1,1,1,1,,0.003,<0>  ,0.031,<0>  ,0.002,<0>  ,0.008,<0>  ,0.01,<0>  ,4.9,<0>  ,
cbmocnut  ,P,07/25/2007 9:15,1,1,1,1,,0.004,<0>  ,0.019,<0>  ,0.001,<0>  ,0.009,<0>  ,0.01,<0>  ,8.0,<0>  ,
cbmocnut  ,P,07/25/2007 9:16,1,1,1,2,,0.004,<0>  ,0.016,<0>  ,0.001,<0>  ,0.006,<0>  ,0.007,<0>  ,5.5,<0>  ,
cbmocnut  ,P,08/08/2007 9:00,1,1,1,1,,0.006,<0>  ,0.047,<0>  ,0.001,<0>  ,0.005,<0>  ,0.006,<0>  ,26.9,<0>  ,
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,
cbmocnut  ,P,09/06/2007 9:45,1,1,1,1,,0.003,<0>  ,0.009,<0>  ,0.0006,<-4> [SBL] ,,<-4> [SCB] ,0.008,<0>  ,34.4,<0>  ,
