"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"cbmocnut  ","P",08/21/2019 9:16,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.014,<0>  ,0.0043,<0>  ,0.139,<0>  ,0.143,<0>  ,12.55,<0>  ,
"cbmocnut  ","P",09/04/2019 9:15,1,1,1         ,1         ,"",0.0034,<-4> [SBL] (CHB) ,0.016,<1> (CHB) ,0.0046,<1> (CHB) ,0.101,<1> (CHB) ,0.106,<0>  ,17.8,<0>  ,
"cbmocnut  ","P",09/19/2019 11:45,1,1,1         ,1         ,"",0.0039,<0>  ,0.019,<0>  ,0.0022,<0>  ,0.027,<0>  ,0.029,<0>  ,66.22,<1> (SRD) ,
"cbmocnut  ","P",09/19/2019 11:46,1,1,1         ,2         ,"",0.0034,<-4> [SBL] ,0.013,<-4> [SBL] ,0.0013,<0>  ,0.011,<0>  ,0.012,<0>  ,45.57,<1> (SRD) ,
"cbmocnut  ","P",10/01/2019 8:30,1,1,1         ,1         ,"",0.0034,<-4> [SBL] (CHB) ,0.039,<1> (CHB) ,0.0013,<1> (CHB) ,0.009,<1> (CHB) ,0.01,<0>  ,51.26,<0>  ,
"cbmocnut  ","P",10/24/2019 9:00,1,1,1         ,1         ,"",0.0034,<1> (SRD) ,0.092,<0>  ,0.0083,<1> (SRD) ,0.392,<1> [GQS] ,0.4,<0>  ,36.31,<0>  ,
"cbmocnut  ","P",10/24/2019 9:01,1,1,1         ,2         ,"",0.0066,<1> (SRD) ,0.092,<0>  ,0.0179,<1> (SRD) ,0.446,<1> [GQS] ,0.464,<0>  ,32.57,<0>  ,
"cbmocnut  ","P",11/05/2019 11:15,1,1,1         ,1         ,"",0.0049,<0>  ,0.024,<0>  ,0.0097,<0>  ,0.531,<0>  ,0.541,<0>  ,44.86,<1> (SRD) ,
"cbmocnut  ","P",11/05/2019 11:16,1,1,1         ,2         ,"",0.0044,<0>  ,0.02,<0>  ,0.008,<0>  ,0.569,<0>  ,0.577,<0>  ,59.1,<1> (SRD) ,
"cbmocnut  ","P",12/05/2019 8:45,1,1,1         ,1         ,"",0.0034,<-4> [SBL] (CHB) ,0.125,<1> (CHB) ,0.0114,<1> (CHB) ,0.746,<1> (CHB) ,0.757,<1> (CHB) ,13.17,<0>  ,
"cbmocnut  ","P",12/05/2019 8:46,1,1,1         ,2         ,"",0.0034,<-4> [SBL] (CHB) ,0.129,<1> (CHB) ,0.0112,<1> (CHB) ,0.719,<1> (CHB) ,0.73,<1> (CHB) ,9.97,<0>  ,

