StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,CHLA_N,F_CHLA_N,Unnamed: 20,Component,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,20,2,0.55,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,20,3,0.55,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,30,1,0.58,180,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,30,2,0.58,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,30,3,0.58,240,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,40,1,0.55,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,40,2,0.55,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,40,3,0.55,100,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,50,1,0.63,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,50,2,0.63,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,50,3,0.63,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,60,1,0.65,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,60,2,0.65,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC2,60,3,0.65,210,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,09:00:00,1.7,OPC3,10,1,0.45,800,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,10,2,0.45,480,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,10,3,0.45,740,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,20,1,0.46,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,20,2,0.46,600,0.0,0.0,0.0,,8.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,20,3,0.46,620,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,30,1,0.48,740,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,30,2,0.48,540,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,30,3,0.48,1000,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,40,1,0.54,620,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,40,2,0.54,520,0.0,0.0,0.0,,13.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,40,3,0.54,620,0.0,0.0,0.0,,7.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,50,1,0.64,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,50,2,0.64,330,0.0,9.0,0.0,,2.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,50,3,0.64,400,0.0,0.0,0.0,,10.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,60,1,0.65,580,0.0,60.0,0.0,,6.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,60,2,0.65,300,0.0,120.0,0.0,,3.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:45,1,1,1,1,,0.005,<0>  ,0.011,<0>  ,0.003,<0>  ,0.023,<0>  ,0.026,<0>  ,22.9,<0>  ,,OPC,2007,AUG,,,OPC3,60,3,0.65,320,0.0,0.0,0.0,,50.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,12:25:00,low 1.3,OPC1,10,1,0.63,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,10,2,0.63,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,10,3,0.63,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,20,1,0.68,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,20,2,0.68,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,20,3,0.68,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,30,1,0.66,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,30,2,0.66,22,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,30,3,0.66,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,40,1,0.68,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,40,2,0.68,35,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,40,3,0.68,17,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,50,1,0.68,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,50,2,0.68,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,50,3,0.68,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,60,1,0.67,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,60,2,0.67,60,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC1,60,3,0.67,70,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,13:32:00,low 1.3,OPC2,10,1,0.65,60,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,10,2,0.65,70,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,10,3,0.65,80,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,20,1,0.55,220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,20,2,0.55,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,20,3,0.55,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,30,1,0.58,180,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,30,2,0.58,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,30,3,0.58,240,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,40,1,0.55,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,40,2,0.55,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,40,3,0.55,100,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,50,1,0.63,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,50,2,0.63,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,50,3,0.63,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,60,1,0.65,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,60,2,0.65,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC2,60,3,0.65,210,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
